NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s)
8,96,8,2,81.56565656565657,0.0049330709099675,22,91696.0,45144,2112,0.48288550402190655,3.20625,3.20625,1.408e-05,200,2145,1.43e-05
10,80,8,2,82.07070707070707,0.0058479507851805,13,50856.0,25012,1040,0.47507977511016564,3.6075,3.6075,6.933333333333333e-06,200,1066,7.106666666666667e-06
10,88,8,2,81.81818181818183,0.0059779488627978,12,50016.0,24624,1056,0.4752933909820877,3.4977272727272726,3.4977272727272726,7.04e-06,200,1081,7.2066666666666666e-06
10,96,8,2,81.56565656565657,0.0057614051208191,13,57512.0,28340,1248,0.4778767030891677,3.40625,3.40625,8.32e-06,200,1274,8.493333333333334e-06
12,80,8,2,81.81818181818183,0.0050314402014816,15,62520.0,30780,1200,0.47860430401791265,3.8475,3.8475,8e-06,200,1230,8.2e-06
12,88,8,2,82.32323232323232,0.0049640054343568,15,66360.0,32700,1320,0.4798098368353093,3.715909090909091,3.715909090909091,8.8e-06,200,1350,9e-06
12,96,8,2,81.81818181818183,0.0044929013664387,18,84240.0,41544,1728,0.4828900874093361,3.60625,3.60625,1.152e-05,200,1761,1.174e-05
14,80,8,2,81.81818181818183,0.0053626969668757,11,48664.0,23980,880,0.4752655779292849,4.0875,4.0875,5.866666666666666e-06,200,908,6.0533333333333335e-06
14,88,8,2,82.32323232323232,0.0052983154318676,11,51480.0,25388,968,0.47657305901787056,3.934090909090909,3.934090909090909,6.453333333333333e-06,200,996,6.64e-06
14,96,8,2,82.32323232323232,0.0052799560429322,11,54296.0,26796,1056,0.4777492511767223,3.80625,3.80625,7.04e-06,200,1084,7.226666666666666e-06
16,80,8,2,81.81818181818183,0.0053016645788109,10,46800.0,23080,800,0.4749753045768851,4.3275,4.3275,5.333333333333334e-06,200,829,5.5266666666666666e-06
16,88,8,2,81.81818181818183,0.0052366730789361,10,49360.0,24360,880,0.4762277134813888,4.152272727272728,4.152272727272728,5.866666666666665e-06,200,909,6.06e-06
16,96,8,2,81.56565656565657,0.0052137983762588,10,51920.0,25640,960,0.47736073875484064,4.00625,4.00625,6.4000000000000006e-06,200,989,6.5933333333333335e-06
32,14,2,8,81.56565656565657,0.0044616560175123,34,97784.0,48008,1088,0.4821242066361372,6.61875,4.821242066361372,9.957600000000001e-06,200,1141,7.606666666666667e-06
32,16,2,8,81.81818181818183,0.0058753648534086,16,50112.0,24640,512,0.4747225647348952,7.21875,4.7472256473489525,5.1903999999999995e-06,200,549,3.66e-06
32,18,2,8,82.07070707070707,0.0052337086728168,19,64372.0,31692,608,0.4789915966386555,7.81875,4.7899159663865545,6.616400000000001e-06,200,650,4.333333333333333e-06
32,20,2,8,81.56565656565657,0.0058445723944929,13,47372.0,23348,416,0.47490033357741435,8.41875,4.749003335774144,4.9164e-06,200,454,3.0266666666666668e-06
40,14,2,8,82.32323232323232,0.0053027234216003,20,62640.0,30800,800,0.47802334243853983,5.775,4.780233424385399,6.4431999999999996e-06,200,839,5.593333333333334e-06
40,16,2,8,82.32323232323232,0.005984974092328,13,44044.0,21684,520,0.4730779300113448,6.255,4.730779300113448,4.5836000000000005e-06,200,554,3.6933333333333333e-06
40,18,2,8,81.81818181818183,0.0055308441173553,14,51016.0,25144,560,0.47613997879109227,6.735,4.761399787910923,5.2807999999999995e-06,200,597,3.98e-06
40,20,2,8,82.07070707070707,0.0054507348050428,13,50700.0,25012,520,0.4764916558713709,7.215,4.764916558713709,5.2492e-06,200,558,3.72e-06
48,14,2,8,81.56565656565657,0.0058642509165068,14,47432.0,23352,672,0.47440273037542663,5.2125,4.744027303754266,4.9224e-06,200,705,4.7e-06
48,16,2,8,82.07070707070707,0.0050784143625935,17,61948.0,30532,816,0.4790084719171635,5.6125,4.790084719171635,6.3739999999999995e-06,200,854,5.693333333333334e-06
48,18,2,8,82.32323232323232,0.0052573789549029,14,54600.0,26936,672,0.47765640516385305,6.0125,4.77656405163853,5.6392e-06,200,709,4.726666666666667e-06
48,20,2,8,81.81818181818183,0.0057911735695634,10,41560.0,20520,480,0.4733345635726149,6.4125,4.733345635726149,4.3352e-06,200,515,3.4333333333333332e-06
56,14,2,8,82.07070707070707,0.0058821708855158,13,47372.0,23348,728,0.47490033357741435,4.810714285714285,4.749003335774144,4.9164e-06,200,760,5.066666666666667e-06
56,16,2,8,81.56565656565657,0.0043942518266262,21,81900.0,40404,1176,0.48277015724322514,5.1535714285714285,4.827701572432251,8.369200000000001e-06,200,1218,8.12e-06
56,18,2,8,82.07070707070707,0.004488372855223,18,74808.0,36936,1008,0.4821932114882507,5.496428571428572,4.8219321148825065,7.66e-06,200,1049,6.993333333333333e-06
56,20,2,8,82.32323232323232,0.0058968379812315,9,39708.0,19620,504,0.4727710843373494,5.839285714285714,4.727710843373494,4.15e-06,200,538,3.5866666666666665e-06
64,14,2,8,82.07070707070707,0.0058318977444194,13,50700.0,25012,832,0.4764916558713709,4.509375,4.509375,5.546666666666666e-06,200,864,5.76e-06
64,16,2,8,82.07070707070707,0.0053211589817409,14,58184.0,28728,896,0.4789915966386555,4.809375,4.7899159663865545,5.9976e-06,200,931,6.206666666666667e-06
64,18,2,8,82.57575757575758,0.005606956375211,11,48532.0,23980,704,0.47651220093792224,5.109375,4.765122009379223,5.0323999999999995e-06,200,738,4.92e-06
64,20,2,8,81.81818181818183,0.0058462653126424,9,42012.0,20772,576,0.47420326910784405,5.409375,4.742032691078441,4.3804e-06,200,610,4.066666666666667e-06
16,14,4,8,82.07070707070707,0.0057297895610358,24,68640.0,33888,384,0.4811449341208542,13.2375,4.811449341208542,7.0432e-06,240,427,2.846666666666667e-06
16,16,4,8,82.07070707070707,0.0058005514644039,20,62320.0,30800,320,0.4804092837534315,14.4375,4.804092837534315,6.4112000000000006e-06,240,361,2.4066666666666668e-06
16,18,4,8,82.07070707070707,0.0048726797985933,26,87672.0,43368,468,0.4847536439238129,13.9,4.847536439238129,8.9464e-06,240,515,3.4333333333333332e-06
16,20,4,8,82.32323232323232,0.0053458699717421,19,68932.0,34124,380,0.4824953339743227,13.47,4.824953339743227,7.072399999999999e-06,240,420,2.8e-06
20,14,4,8,82.07070707070707,0.0046437407822517,31,96596.0,47740,620,0.485221775013213,11.55,4.85221775013213,9.8388e-06,240,670,4.4666666666666665e-06
20,16,4,8,81.81818181818183,0.0052245840513119,21,70812.0,35028,420,0.4824527574238334,12.51,4.824527574238334,7.2604e-06,240,462,3.08e-06
20,18,4,8,81.81818181818183,0.0050724648135695,20,72560.0,35920,400,0.48310738110609,13.47,4.8310738110609,7.435199999999999e-06,240,443,2.953333333333333e-06
20,20,4,8,81.56565656565657,0.0053255860733066,16,62144.0,30784,320,0.48148148148148145,14.43,4.814814814814815,6.3936e-06,240,361,2.4066666666666668e-06
24,14,4,8,81.81818181818183,0.0048201021188101,24,80928.0,40032,576,0.4839458413926499,10.425,4.839458413926499,8.272e-06,240,619,4.126666666666666e-06
24,16,4,8,81.81818181818183,0.0047165261128804,22,79816.0,39512,528,0.4841682188020782,11.225,4.8416821880207825,8.1608e-06,240,571,3.8066666666666665e-06
24,18,4,8,81.56565656565657,0.0056529216509722,13,50492.0,25012,312,0.4783872695279627,12.025,4.783872695279626,5.228400000000001e-06,240,348,2.32e-06
